code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
600978,宜华生活,-7.451,4.72,5.0,5.09,4.66,5.1,74674323.0,5.0358,366269823.0,9.255,0.8220000000000001,699914.641888,699914.641888
600977,中国电影,-6.52,15.77,16.65,16.65,15.74,16.87,23972586.0,4.24294,391252866.0,30.503,2.678,2944259.0,891005.0
600976,健民集团,-3.697,16.93,17.38,17.4,16.78,17.58,2886942.0,1.88321,49375921.0,28.695,2.295,259703.8298,259534.5298
600975,新五丰,10.024,9.0,7.69,9.0,7.55,8.18,72696456.0,11.13822,629421424.0,128.571,5.366,587408.0256,587408.0256
600973,宝胜股份,-6.638,4.36,4.6,4.68,4.36,4.67,17261767.0,1.41245,78054136.0,61.408,1.436,532841.057412,532841.057412
600971,恒源煤电,-6.04,7.0,7.26,7.35,6.86,7.45,30682980.0,3.06829,218359068.0,6.364,0.9530000000000001,700002.849,700002.849
600970,中材国际,-5.516,6.68,6.92,6.98,6.67,7.07,58993560.0,3.39618,405316496.0,11.929,1.404,1162035.333804,1160352.349888
600969,郴电国际,-5.602,6.74,7.09,7.09,6.7,7.14,11493596.0,3.10595,79335487.0,59.019,0.721,249414.026216,249414.026216
600967,内蒙一机,-5.367,11.46,11.86,12.0,11.44,12.11,29248409.0,3.04513,343098414.0,36.968,2.34,1936318.062282,1100730.933762
600966,博汇纸业,-5.882,3.52,3.68,3.72,3.5,3.74,37154898.0,2.7793,134413538.0,5.497,0.86,470569.189376,470569.189376
600965,福成股份,-3.016,10.61,10.9,10.92,10.55,10.94,3363558.0,0.41084000000000004,36117740.0,55.842,4.476,868641.713255,868641.713255
600963,岳阳林纸,-6.105,4.46,4.7,4.71,4.45,4.75,35485300.0,3.40171,163049306.0,15.929,0.766,623388.984008,465248.980008
600962,国投中鲁,-8.144,9.7,10.27,10.29,9.61,10.56,11966414.0,4.71082,119583027.0,305.994,3.054,254343.7,246399.4
600961,株冶集团,3.969,9.43,8.9,9.44,8.78,9.07,9537126.0,1.80813,86765084.0,85.727,-3.633,497392.812902,497392.812902
600960,渤海汽车,-7.675,4.09,4.32,4.35,4.08,4.43,26726293.0,3.92959,113249123.0,16.314,0.762,388760.846862,278172.581858
600959,江苏有线,-3.052,5.4,5.44,5.97,5.39,5.57,61551809.0,1.58454,345574421.0,27.0,1.2429999999999999,2662448.4405,2097646.09146
600958,东方证券,-10.015,12.22,12.6,13.09,12.22,13.58,133714464.0,2.35522,1685656025.0,21.439,1.661,8546247.391266,6937734.57988
600939,重庆建工,-7.155,5.45,5.75,5.8,5.41,5.87,12735355.0,3.1094,71750696.0,27.25,1.576,988902.5,223218.69328
600936,广西广电,-8.398,4.69,4.93,5.05,4.69,5.12,29656214.0,2.47965,145234289.0,39.083,2.111,783711.306091,560916.178487
600933,爱柯迪,-5.639,9.37,9.8,9.88,9.37,9.93,7899248.0,2.97728,76352770.0,14.415,2.151,796806.06,248602.305415
600929,湖南盐业,2.526,10.96,10.69,11.5,10.25,10.69,53398277.0,35.59885,590498786.0,52.768,4.287,1005855.258208,164400.0
600928,西安银行,10.03,10.86,10.86,10.86,10.86,9.87,23355708.0,5.25503,253642989.0,20.491,2.24,4826666.66727,482666.66727
600926,杭州银行,-7.617,8.49,8.96,8.96,8.49,9.19,81486917.0,3.91446,714003092.0,6.8469999999999995,0.9500000000000001,4355540.166768,1767355.350813
600919,江苏银行,-5.828,7.11,7.38,7.42,7.08,7.55,116703135.0,1.94239,845835755.0,6.9030000000000005,0.8240000000000001,8208103.95,4271848.965423
600917,重庆燃气,-5.777,7.34,7.7,7.7,7.34,7.79,11666818.0,0.7498,87847657.0,31.913,2.951,1142104.0,1142104.0
600909,华安证券,-10.0,6.93,7.2,7.55,6.93,7.7,142517655.0,5.27452,1027079335.0,38.5,2.028,2509353.0,1872486.0
600908,无锡银行,-9.718,6.41,6.83,6.89,6.4,7.1,45459253.0,5.56968,304477197.0,11.87,1.192,1184694.044958,523178.879059
600903,贵州燃气,-6.99,23.02,25.49,26.0,22.85,24.75,53345748.0,11.82227,1333344740.0,115.1,8.062,1871501.38011,1038733.412096
600901,江苏租赁,-9.202,7.4,7.8,7.98,7.38,8.15,81037224.0,4.45149,624622064.0,17.209,2.061,2210120.97632,1347132.97632
600900,长江电力,-0.18,16.66,16.6,16.74,16.42,16.69,30344853.0,0.26373,503176832.0,16.464,2.666,36652000.0,19168898.50568
600898,国美通讯,-6.979,8.93,9.15,9.58,8.89,9.6,6238981.0,2.47065,58057808.0,181.136,6.347,225503.77126,225503.77126
600897,厦门空港,-3.579,22.63,23.37,23.37,22.55,23.47,2276763.0,0.7645000000000001,52247654.0,16.406,1.9380000000000002,673944.03,673944.03
600896,*ST海投,-1.721,5.14,5.15,5.49,5.08,5.23,6446225.0,1.11695,34269652.0,-6.425,2.613,446716.92455,296643.932322
600895,张江高科,-7.965,19.18,19.83,20.54,19.0,20.84,78007133.0,5.03698,1541364963.0,63.933,3.338,2970386.5569,2970386.5569
600894,广日股份,-4.933,7.13,7.45,7.48,7.1,7.5,13651163.0,1.58744,99629800.0,15.39,0.886,613142.136135,613142.136135
600893,航发动力,-3.524,24.91,25.48,25.92,24.82,25.82,17221175.0,0.8841700000000001,435780470.0,53.0,2.146,5604362.52495,4851786.83605
600892,大晟文化,-2.582,6.79,6.8,7.28,6.69,6.97,46349556.0,8.59012,325811834.0,12.574,1.921,379876.183652,366366.872984
600891,秋林集团,-7.705,5.51,5.86,5.93,5.5,5.97,37944601.0,9.87518,219446079.0,21.192,1.103,340289.777453,211717.370101
600890,中房股份,-3.708,8.05,8.25,8.25,7.91,8.36,8116354.0,1.4013200000000001,65560205.0,579.137,17.877,466251.914625,466251.914625
600889,南京化纤,-5.008,5.69,5.85,5.86,5.56,5.99,11315664.0,3.68505,64919969.0,-5.765,1.463,208450.87969,174722.422027
600888,新疆众和,-6.729,4.99,5.26,5.31,4.98,5.35,26094962.0,3.13042,134176790.0,34.485,1.187,430039.214966,415963.223366
600887,伊利股份,-0.678,26.35,26.1,26.83,26.1,26.53,60364383.0,0.9994400000000001,1598321884.0,24.858,5.737,16015866.24708,15914857.61687
600886,国投电力,-2.878,8.1,8.31,8.31,8.07,8.34,47779068.0,0.70408,391498510.0,17.006,1.665,5496678.91107,5496678.91107
600885,宏发股份,-4.034,24.98,25.89,25.96,24.95,26.03,4883551.0,0.6557200000000001,124511422.0,19.364,4.301,1860414.356896,1860414.356896
600884,杉杉股份,-5.671,15.47,16.25,16.26,15.39,16.4,34168178.0,3.04322,543951105.0,19.386,1.609,1736917.433342,1736917.433342
600883,博闻科技,0.399,7.55,7.49,7.9,7.2,7.52,6201370.0,2.62672,47175055.0,65.311,2.693,178246.44,178246.44
600882,广泽股份,-3.609,8.28,8.58,8.58,8.28,8.59,1902500.0,0.47123000000000004,16007516.0,788.571,2.829,339282.97326,334290.13326
600881,亚泰集团,-5.995,3.92,4.05,4.14,3.89,4.17,35345748.0,1.09654,142535212.0,14.519,0.859,1273574.126496,1263565.616208
600880,博瑞传播,-0.227,4.39,4.34,4.66,4.26,4.4,38488869.0,3.5213,170776038.0,146.333,1.314,479972.788388,479840.246825
600879,航天电子,-2.143,6.85,6.9,7.14,6.79,7.0,82319557.0,3.4110300000000002,572554764.0,35.128,1.584,1862700.82954,1653132.79401
600877,ST嘉陵,-5.039,4.9,5.08,5.09,4.9,5.16,14535548.0,2.11493,72051208.0,11.167,-21.425,336768.1996,336768.1996
600876,洛阳玻璃,-5.139,13.66,14.05,15.09,13.6,14.4,13148966.0,5.02316,186480080.0,350.256,6.151,764683.236106,357573.55125
600875,东方电气,-5.927,9.84,10.3,10.3,9.8,10.46,25829094.0,1.29346,259516451.0,33.931,1.097,3041350.576104,1964949.962112
600874,创业环保,-8.163,9.0,9.65,9.68,8.99,9.8,31510995.0,2.8982900000000003,296256266.0,25.0,2.246,1284505.587,978505.587
600873,梅花生物,-4.963,5.17,5.37,5.37,5.12,5.44,44458742.0,1.44643,232384918.0,13.605,1.82,1606926.494646,1589098.628546
600872,中炬高新,-1.879,31.33,31.29,32.31,31.2,31.93,10432566.0,1.30958,330332601.0,55.062,7.165,2495864.328802,2495864.328802
600871,*ST油服,-2.203,2.22,2.38,2.38,2.21,2.27,106957129.0,0.8881500000000001,247676081.0,-2.968,6.789,4214523.487326,2673470.74089
600870,*ST厦华,-5.053,3.57,3.73,3.73,3.57,3.76,7821028.0,1.49485,28322761.0,-151.915,-415.116,186782.280405,186782.280405
600869,智慧能源,-5.097,5.4,5.55,5.73,5.4,5.69,49421106.0,2.22683,276294073.0,234.783,2.408,1198450.48284,1198450.48284
600868,梅雁吉祥,-8.936,4.28,4.74,4.97,4.28,4.7,299336278.0,15.76991,1389836987.0,69.821,3.557,812407.634612,812407.634612
600867,通化东宝,-3.552,14.12,14.2,14.74,14.11,14.64,25020760.0,1.2806600000000001,360985254.0,28.816,5.95,2871991.786004,2758683.240864
600866,星湖科技,-6.167,4.26,4.4,4.48,4.16,4.54,22625050.0,3.50562,97540707.0,-17.374,2.906,298603.253304,274937.61609
600865,百大集团,-5.056,6.76,7.0,7.05,6.7,7.12,6865111.0,1.8246600000000002,47554344.0,52.0,1.442,254338.453616,254338.453616
600864,哈投股份,10.014,8.02,7.3,8.02,7.17,7.29,209569262.0,13.27802,1637912173.0,47.176,1.336,1691028.037124,1265810.517106
600863,内蒙华电,-5.825,2.91,3.04,3.05,2.88,3.09,43139550.0,0.7427800000000001,128502403.0,32.333,1.596,1690082.399427,1690082.399427
600862,中航高科,-7.29,7.63,8.03,8.16,7.61,8.23,19675173.0,1.41238,156622417.0,127.167,2.868,1062896.468641,1062896.468641
600861,北京城乡,-4.847,7.46,7.77,7.81,7.46,7.84,5015600.0,1.58318,38496958.0,27.888,1.011,236336.491954,236336.491954
600860,京城股份,-4.538,5.47,5.71,5.71,5.34,5.73,3705600.0,1.1508099999999999,20712516.0,109.4,4.239,230834.0,176134.0
600859,王府井,-4.345,15.85,16.35,16.36,15.81,16.57,11706783.0,2.97032,189141383.0,13.524000000000001,1.155,1230356.80475,624688.579895
600858,银座股份,-2.488,5.88,5.96,6.19,5.79,6.03,6546960.0,1.2650000000000001,39036395.0,62.222,1.007,305799.154332,304318.241052
600857,宁波中百,-4.365,9.42,9.75,9.79,9.4,9.85,6142668.0,2.73835,59498551.0,-4.618,10.72,211309.363698,211309.363698
600856,中天能源,0.412,4.87,4.89,5.34,4.51,4.85,100905124.0,7.51105,499808371.0,11.326,1.33,665560.682573,654246.541759
600855,航天长峰,-8.54,13.28,13.9,14.27,13.21,14.52,20352031.0,6.16421,280724912.0,427.01,4.119,467497.529216,438458.3564
600854,春兰股份,-6.195,4.24,4.45,4.49,4.24,4.52,13151165.0,2.53171,57896594.0,124.706,1.077,220250.420112,220250.420112
600853,龙建股份,-2.288,4.27,4.28,4.49,4.23,4.37,17979533.0,3.34934,78230612.0,16.455,1.835,275059.589966,229216.869966
600851,海欣股份,-6.494,7.92,8.3,8.37,7.89,8.47,7620275.0,1.03227,62205583.0,90.826,2.866,955988.900064,584659.23912
600850,华东电脑,0.184,21.77,21.3,23.44,21.01,21.73,14591743.0,3.44136,327781034.0,31.739,4.036,923071.957885,923071.957885
600848,上海临港,-3.866,25.86,26.51,26.9,25.73,26.9,14974683.0,1.90028,393159166.0,69.892,4.314,2896111.250322,2037836.74881
600847,万里股份,-6.11,12.6,13.42,13.45,12.5,13.42,1599103.0,1.04321,20869335.0,126.0,2.844,193142.124,193142.124
600846,同济科技,-6.477,8.23,8.6,8.72,8.21,8.8,36466807.0,5.83692,309233508.0,20.157,2.411,514178.727668,514178.727668
600845,宝信软件,-3.452,33.0,33.0,36.66,31.77,34.18,15216672.0,2.37453,521887931.0,60.773,4.485,2895116.0238,2114738.439
600844,丹化科技,-8.665,3.9,4.13,4.13,3.85,4.27,15799989.0,1.92043,63590481.0,14.897,1.865,396444.4536,320864.94726
600843,上工申贝,-4.767,8.19,8.37,9.05,8.19,8.6,9718838.0,3.19021,83365176.0,22.75,2.021,449294.8824,249504.95115
600841,上柴股份,-6.956,8.16,8.64,8.64,8.12,8.77,6687124.0,1.28132,56434778.0,58.286,1.909,707218.90128,425864.30448
600839,四川长虹,-6.888,3.92,4.17,4.48,3.8,4.21,629252392.0,13.63703,2620199110.0,50.777,1.397,1809567.735024,1808801.8956
600838,上海九百,-6.349,7.08,7.39,7.52,7.07,7.56,12965831.0,3.23433,94862919.0,29.16,2.363,283824.442548,283824.442548
600837,海通证券,-3.376,14.31,14.27,15.13,14.04,14.81,449039867.0,5.54909,6555393440.0,19.08,1.3980000000000001,16458932.7,11579839.71858
600836,界龙实业,9.917,5.32,5.32,5.32,5.32,4.84,17109548.0,2.5815900000000003,91022795.0,108.571,3.975,352584.634304,352584.634304
600835,上海机电,-4.092,17.58,18.09,18.2,17.56,18.33,8489190.0,1.05259,152052618.0,12.926,1.687,1797975.703464,1417834.5594
600834,申通地铁,-6.914,7.54,7.95,7.97,7.51,8.1,7588402.0,1.58959,59037866.0,69.686,2.445,359945.95637,359945.95637
600833,第一医药,-6.979,10.13,10.78,10.78,10.1,10.89,5867200.0,2.63001,61253920.0,53.316,3.453,225986.469511,225986.469511
600831,广电网络,-9.892,8.38,9.0,9.18,8.37,9.3,41835670.0,6.68987,370286066.0,28.787,1.588,558851.95545,524050.526074
600830,香溢融通,-9.316,6.23,6.63,6.73,6.18,6.87,24117476.0,5.30845,156397160.0,32.789,1.33,283043.071381,283043.071381
600829,人民同泰,-4.735,6.84,7.1,7.14,6.83,7.18,5936472.0,1.02373,41511319.0,15.381,2.51,396643.800348,396643.800348
600828,茂业商业,-4.129,5.34,5.51,5.51,5.26,5.57,13362316.0,2.05874,71827529.0,8.94,1.7000000000000002,924878.679564,346593.574158
600827,百联股份,-5.304,9.82,10.25,10.25,9.81,10.37,15025587.0,0.9739300000000001,151135849.0,20.894,1.081,1752053.090894,1515007.55901
600826,兰生股份,-5.16,11.58,11.97,12.14,11.52,12.21,9633915.0,2.29029,114187511.0,16.783,1.661,487103.769504,487103.769504
600825,新华传媒,-0.724,6.86,6.69,7.36,6.48,6.91,85213029.0,8.15523,588607894.0,159.535,2.726,716793.0651,716793.0651
600824,益民集团,-6.147,3.97,4.18,4.19,3.97,4.23,13175737.0,1.25004,53981260.0,29.85,1.884,418448.747981,418448.747981
600823,世茂股份,-5.459,4.33,4.53,4.56,4.32,4.58,31894286.0,0.8502500000000001,142985165.0,7.339,0.7020000000000001,1624255.857013,1624255.857013
600822,上海物贸,-1.721,10.28,10.26,10.39,9.89,10.46,13943251.0,3.51971,141982824.0,146.857,8.512,509860.155592,407240.049424
600821,津劝业,-2.959,4.92,4.98,5.32,4.86,5.07,15001696.0,3.60385,76696072.0,246.0,5.051,204803.9667,204803.9667
600820,隧道股份,-4.7,7.3,7.5,7.62,7.28,7.66,42438681.0,1.34979,315730308.0,12.586,1.152,2295190.14862,2295190.14862
600819,耀皮玻璃,-4.842,5.11,5.3,5.47,5.1,5.37,8010117.0,1.07171,42013770.0,102.2,1.552,477742.111259,381929.610237
600818,中路股份,-4.996,12.36,12.63,12.96,12.3,13.01,4249717.0,1.78591,53952242.0,123.6,6.194,397309.61676,294115.97676
600817,ST宏盛,-4.825,7.89,8.16,8.19,7.88,8.29,2419388.0,1.55409,19502680.0,-789.0,13.249,126958.054698,122830.789386
600816,安信信托,-9.944,7.97,7.97,8.48,7.97,8.85,288104669.0,6.16595,2326923248.0,9.902,3.143,4358902.921443,3723989.790159
600815,厦工股份,-8.649,3.38,3.63,3.63,3.38,3.7,19535830.0,2.03717,68805091.0,26.0,7.375,324131.856282,324131.856282
600814,杭州解百,-6.066,5.73,6.0,6.03,5.71,6.1,7624871.0,1.06638,44967228.0,22.92,1.7149999999999999,409710.332334,409710.332334
600812,华北制药,-5.198,4.56,4.74,4.79,4.54,4.81,14773369.0,0.9058900000000001,69056226.0,380.0,1.385,743646.956424,743646.956424
600811,东方集团,-5.543,4.09,4.27,4.29,4.08,4.33,61068671.0,1.86556,256445257.0,19.758,0.738,1519261.634716,1338850.587471
600810,神马股份,-7.968,12.82,13.6,13.75,12.75,13.93,24035282.0,5.4344,320707160.0,85.467,1.832,567002.96,567002.96
600809,山西汾酒,-2.975,51.2,51.0,52.2,50.06,52.77,9972704.0,1.15178,509711051.0,46.955,7.4030000000000005,4433143.12192,4433143.12192
600808,马钢股份,-5.34,3.9,4.06,4.08,3.9,4.12,92658486.0,1.55265,368685156.0,7.273,1.065,3003265.66254,2327422.96254
600807,*ST天业,-0.435,4.58,4.59,4.66,4.54,4.6,12436432.0,1.5802,57192683.0,-17.615,5.672,405162.706798,360454.456512
600805,悦达投资,-5.641,5.52,5.76,5.84,5.52,5.85,18770487.0,2.20758,106799569.0,-16.727,0.755,469693.760688,469352.003136
600804,鹏博士,-6.852,11.42,11.67,12.07,11.42,12.26,116357033.0,8.12346,1369262130.0,20.764,2.331,1635865.321858,1635752.674978
600803,新奥股份,-5.321,11.21,11.67,11.67,11.2,11.84,28164199.0,2.29097,323396882.0,17.516,1.624,1378107.832743,1378107.832743
600802,福建水泥,-5.774,8.16,8.5,8.51,8.13,8.66,19476249.0,5.10018,163019014.0,-20.503,3.472,311608.911456,311608.911456
600801,华新水泥,-4.836,18.89,19.43,19.65,18.71,19.85,24036629.0,2.47094,460467576.0,13.59,1.8980000000000001,2828912.232925,1837565.032925
600800,天津磁卡,-7.994,6.56,6.78,7.6,6.45,7.13,48195165.0,7.88848,336721393.0,-65.6,259.289,400993.806832,400787.166832
600798,宁波海运,-6.914,3.77,4.0,4.0,3.75,4.05,25114905.0,2.43633,97835086.0,26.108,1.34,454863.393777,388630.807396
600797,浙大网新,4.139,10.82,10.04,11.43,9.92,10.39,146723648.0,14.45191,1626758630.0,33.813,2.559,1141746.650712,1098504.884264
600796,钱江生化,-5.71,5.78,6.02,6.07,5.75,6.13,11118800.0,3.68902,66018605.0,41.286,2.885,174210.439232,174210.439232
600795,国电电力,-5.3,2.68,2.78,2.78,2.68,2.83,205957275.0,1.04811,563971941.0,25.524,1.056,5266306.62246,5266306.62246
600794,保税科技,-6.452,3.19,3.35,3.38,3.13,3.41,29273780.0,2.45673,96385554.0,-16.789,2.143,386676.538083,380112.156083
600793,宜宾纸业,-5.775,15.99,16.81,16.81,15.9,16.97,3016728.0,2.86489,49595651.0,18.21,4.731,168374.7,168374.7
600792,云煤能源,-9.78,3.69,3.92,3.98,3.68,4.09,30791498.0,3.11049,117501943.0,-73.8,1.217,365281.8084,365281.8084
600791,京能置业,-6.818,4.51,4.77,4.77,4.43,4.84,11472385.0,2.5363800000000003,53324600.0,41.0,1.212,204248.88,203993.476896
600790,轻纺城,-5.176,4.03,4.22,4.22,4.02,4.25,24464191.0,1.66901,101248058.0,11.194,1.155,590713.743984,590713.743984
600789,鲁抗医药,-7.26,9.07,9.56,9.62,9.06,9.78,47119370.0,8.10202,441516218.0,45.35,2.094,614129.514972,527488.955825
600787,中储股份,-6.289,5.96,6.23,6.27,5.92,6.36,19690896.0,0.89512,120370143.0,9.801,1.233,1311081.415668,1311081.415668
600785,新华百货,-5.041,17.33,18.06,18.15,17.3,18.25,864541.0,0.38317,15338285.0,28.41,1.8399999999999999,391019.00824,391019.00824
600784,鲁银投资,-0.493,6.06,6.03,6.47,5.9,6.09,19366341.0,3.4085,119367372.0,-25.25,2.289,344315.774676,344315.774676
600783,鲁信创投,-9.992,21.98,22.4,23.48,21.98,24.42,44437177.0,5.96986,1004975319.0,366.333,4.389,1636101.728212,1636101.728212
600782,新钢股份,-5.92,5.88,6.15,6.15,5.85,6.25,105946844.0,3.32255,638064568.0,5.394,1.102,1874968.945248,1874968.945248
600781,辅仁药业,-4.768,13.78,14.27,14.36,13.78,14.47,8481790.0,2.26626,119610913.0,14.66,1.6480000000000001,864223.051536,515734.719916
600780,通宝能源,-9.113,3.79,4.1,4.1,3.78,4.17,18193095.0,1.58683,72149595.0,53.081,0.861,434524.456217,434524.456217
600779,水井坊,-4.755,40.06,41.47,41.85,39.98,42.06,8241858.0,1.68702,336747889.0,58.337,11.247,1957114.066188,1957114.066188
600778,*ST友好,-4.909,5.23,5.43,5.47,5.23,5.5,4564340.0,1.46722,24331200.0,-3.3529999999999998,2.053,162909.977096,162698.350376
600777,新潮能源,-4.878,2.73,2.79,3.01,2.71,2.87,227862386.0,6.97229,643788872.0,39.0,1.248,1856535.360225,892195.633329
600776,东方通信,-10.002,36.44,36.44,41.88,36.44,40.49,137296680.0,14.36158,5193364016.0,387.248,15.141,4576864.233216,3483664.233216
600775,南京熊猫,-10.015,11.68,12.0,12.52,11.68,12.98,58346233.0,8.68456,700838268.0,99.404,3.157,1067363.401872,784707.401872
600774,汉商集团,-4.786,13.33,14.0,14.02,13.24,14.0,1603443.0,0.7071200000000001,21893924.0,141.357,5.133,302521.686666,302268.055423
600773,西藏城投,-6.833,7.09,7.5,7.55,7.05,7.61,19575742.0,2.62373,143729542.0,64.455,1.775,581139.467496,528988.228046
600771,广誉远,-4.618,28.5,29.2,29.65,28.5,29.88,6119383.0,2.02424,178569407.0,42.537,4.731,1005705.1158,861569.7345
600770,综艺股份,-1.958,7.01,6.9,7.64,6.74,7.15,74499457.0,5.73073,544388790.0,203.779,2.5620000000000003,911300.0,911300.0
600769,祥龙电业,-6.225,4.67,4.9,4.98,4.66,4.98,6146800.0,1.63925,29628084.0,333.571,34.695,175114.3524,175114.3524
600768,宁波富邦,-5.052,10.9,11.25,11.31,10.82,11.48,3309568.0,2.4745,36818271.0,20.566,11.403,145784.448,145784.448
600767,ST运盛,-5.0,5.32,5.52,5.57,5.32,5.6,3883051.0,1.13902,21075101.0,41.89,7.327,181417.416824,181364.216824
600766,园城黄金,-9.991,10.36,11.3,11.36,10.36,11.51,34882911.0,15.57745,375734553.0,1036.0,41.96,232298.987592,231993.626592
600765,中航重机,-4.394,10.01,10.15,10.38,10.01,10.47,24353377.0,3.13024,247397679.0,23.279,1.832,778781.2032,778781.2032
600764,中国海防,-4.648,27.9,29.17,29.22,27.75,29.26,2158518.0,0.6565500000000001,61853614.0,41.352,10.557,1101509.41797,917256.38391
600763,通策医疗,0.178,56.3,55.55,57.69,55.48,56.2,4267966.0,1.33108,242597465.0,82.794,14.345,1805203.2,1805203.2
600761,安徽合力,-4.393,10.23,10.55,10.58,10.23,10.7,10778331.0,1.45618,112052679.0,18.6,1.643,757204.960446,757204.960446
600760,中航沈飞,-4.726,31.85,32.84,33.0,31.8,33.43,12168395.0,3.05338,394905260.0,62.451,5.992,4460239.872725,1269292.872575
600759,洲际油气,-9.275,3.13,3.36,3.41,3.13,3.45,95458826.0,4.22724,313206579.0,-31.269,1.343,708477.853134,706811.597634
600758,红阳能源,-6.667,4.06,4.29,4.32,4.06,4.35,21351182.0,2.71749,89434508.0,11.6,1.011,536739.061964,318991.96903
600757,长江传媒,-5.571,6.95,7.3,7.32,6.92,7.36,27016012.0,2.22629,193131307.0,13.627,1.2810000000000001,843486.939735,843380.486585
600756,浪潮软件,10.007,30.89,28.9,30.89,28.71,28.08,62093494.0,19.15882,1859570401.0,81.289,4.516,1001141.048017,1001141.048017
600755,厦门国贸,-8.202,8.17,8.5,8.78,8.15,8.9,97442012.0,5.36494,828829842.0,8.978,1.204,1483894.645572,1483894.645572
600754,锦江股份,-4.921,23.57,24.75,24.75,23.5,24.79,5684532.0,0.8765400000000001,136934062.0,25.606,1.784,2257856.18908,1528556.31318
600753,东方银星,-5.464,17.3,18.0,18.05,17.0,18.3,4411329.0,3.44635,78127360.0,116.892,13.228,221440.0,221440.0
600751,海航科技,-9.817,3.95,4.19,4.33,3.94,4.38,90540300.0,3.5186,376389643.0,14.107,0.853,1145238.424285,1016409.67554
600750,江中药业,-1.81,17.9,18.15,18.15,17.85,18.23,13456511.0,3.20393,241884243.0,12.878,2.399,751800.0,751800.0
600749,*ST藏旅,-5.01,9.86,10.24,10.24,9.86,10.38,3258000.0,1.43546,32609763.0,-23.555,2.114,223787.999762,223787.999762
600748,上实发展,-5.981,7.86,8.04,8.27,7.65,8.36,31154734.0,1.689,250972745.0,16.723,1.435,1449826.433112,1449826.433112
600747,ST大控,-4.938,1.54,1.66,1.69,1.54,1.62,44398989.0,4.17155,71437992.0,73.333,1.133,225506.573446,163906.573446
600746,江苏索普,-5.995,6.9,7.37,7.37,6.9,7.34,7376001.0,2.42105,52419411.0,28.175,4.539,211430.80188,210216.03135
600745,闻泰科技,3.345,29.97,28.04,31.9,27.5,29.0,17751725.0,2.78561,541357347.0,57.635,5.53,1909887.361839,1909887.361839
600744,华银电力,-9.877,3.65,3.78,3.87,3.65,4.05,52277208.0,6.31646,195245944.0,-5.615,2.178,650110.36001,302086.55673
600743,华远地产,-7.325,2.91,3.09,3.09,2.89,3.14,34090694.0,1.45308,102772493.0,8.314,0.925,682715.354334,682715.354334
600742,一汽富维,-3.964,11.63,12.02,12.1,11.6,12.11,7956793.0,1.56736,94622588.0,10.477,1.245,590404.11408,590404.11408
600741,华域汽车,-3.698,20.05,20.68,20.81,20.01,20.82,13061556.0,0.41429000000000005,266094084.0,9.644,1.439,6321211.58792,6321211.58792
600740,山西焦化,-7.861,9.26,9.8,9.81,9.24,10.05,48259754.0,7.34734,460672610.0,77.167,1.389,1403860.46652,608227.133908
600739,辽宁成大,-6.964,13.76,14.05,14.58,13.7,14.79,51613837.0,3.37409,730155925.0,14.555,1.031,2104880.706816,2104880.706816
600738,XD兰州民,-10.041,8.69,8.69,9.29,8.69,9.66,56089779.0,13.31482,492821630.0,4.296,2.249,680509.933884,366073.508757
600737,中粮糖业,-4.243,8.35,8.58,8.85,8.33,8.72,34666673.0,1.68951,298595785.0,23.149,2.224,1713316.589425,1713316.589425
600736,苏州高新,1.774,7.46,7.21,8.05,7.01,7.33,89848714.0,7.80416,680158626.0,15.542,1.514,858864.508622,858864.508622
600735,新华锦,-9.371,6.48,6.85,7.05,6.44,7.15,20876164.0,5.55229,141288502.0,33.011,2.778,243643.007808,243643.007808
600734,实达集团,0.0,9.27,9.0,9.69,8.66,9.27,52480680.0,14.79646,484797634.0,30.89,1.9260000000000002,577999.153089,328792.104153
600733,北汽蓝谷,-7.872,8.66,9.21,9.22,8.53,9.4,36163820.0,9.11157,323778456.0,222.051,1.79,3025508.985842,343715.4
600732,ST新梅,-3.748,5.65,5.76,5.88,5.6,5.87,5727896.0,1.28318,32961665.0,41.362,5.698,252206.4402,252206.4402
600731,湖南海利,-6.077,5.1,5.37,5.38,5.1,5.43,7754364.0,2.37388,40760879.0,40.031,1.766,181163.57598,166593.08967
600730,中国高科,0.166,6.03,6.02,6.49,5.93,6.02,31183415.0,5.31545,194018139.0,75.375,1.778,353753.569206,353753.569206
600729,重庆百货,-5.215,31.99,33.0,33.68,31.89,33.75,8374509.0,2.06052,273225379.0,21.47,2.357,1300484.559535,1300158.261535
600728,佳都科技,-4.075,11.3,11.15,11.8,11.04,11.78,114229936.0,7.121,1305327970.0,84.708,5.554,1829232.61412,1812663.53712
600727,鲁北化工,-3.545,6.53,6.66,6.75,6.46,6.77,9371061.0,2.67038,61940324.0,29.682,1.838,229194.254371,229155.074371
600726,华电能源,-7.609,2.55,2.74,2.76,2.55,2.76,24037389.0,1.56629,63558271.0,-4.554,2.8040000000000003,501502.164015,391342.163505
600725,ST云维,-4.861,2.74,2.85,2.85,2.74,2.88,14454842.0,1.17284,39938997.0,415.152,11.6,337696.78,337696.78
600724,宁波富达,-5.882,3.84,4.04,4.04,3.83,4.08,9187500.0,0.6358400000000001,36273246.0,-6.3629999999999995,2.747,554972.571264,554857.982976
