code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
603999,读者传媒,-7.424,6.11,6.42,6.46,6.11,6.6,16550009.0,2.87327,104100328.0,46.641,2.073,351936.0,351936.0
603998,方盛制药,-4.799,6.15,6.34,6.47,6.14,6.46,12322966.0,2.89818,77710532.0,43.929,2.531,268522.9728,261495.9828
603997,继峰股份,-5.0,9.12,9.55,9.77,9.08,9.6,7479215.0,1.1871800000000001,70027554.0,19.826,3.209,583144.8384,574560.0
603996,中新科技,-9.958,10.76,11.4,11.8,10.76,11.95,17307847.0,5.7664,194492683.0,21.959,2.056,322961.4,322961.4
603993,洛阳钼业,-7.573,4.76,5.04,5.04,4.7,5.15,292707253.0,1.65692,1434626295.0,34.0,2.491,10281238.517508,8408907.749508
603991,至正股份,-4.27,20.4,21.0,21.44,20.39,21.31,1484503.0,3.61378,31194507.0,40.0,3.091,152051.39592,83800.99272
603990,麦迪科技,-0.102,48.9,48.0,49.86,47.25,48.95,822565.0,1.36475,40228924.0,76.406,9.127,394304.3187,294730.08
603989,艾华集团,1.429,22.0,21.58,22.04,21.01,21.69,3577239.0,0.91724,77937599.0,22.68,4.718,858003.7444,858003.7444
603988,中电电机,-6.883,11.5,12.0,12.0,11.12,12.35,10221948.0,4.34607,119121537.0,41.071,4.083,270480.0,270480.0
603987,康德莱,-6.316,7.12,7.45,7.53,7.1,7.6,7495720.0,2.87254,54988729.0,18.737,2.425,314425.608,185791.85744
603986,兆易创新,1.34,105.9,102.0,114.95,98.5,104.5,13508143.0,6.51318,1479760368.0,53.216,15.775,3014385.12792,2196336.12561
603985,恒润股份,-4.257,26.09,27.26,27.26,26.02,27.25,1274062.0,1.91416,33726531.0,20.616,2.536,271336.0,173655.04
603980,吉华集团,-5.915,13.68,14.38,14.38,13.66,14.54,7557158.0,3.0766,106395489.0,15.493,1.633,684000.0,336026.064384
603979,金诚信,-4.026,8.82,9.06,9.1,8.8,9.19,5888741.0,1.00937,52796214.0,25.2,1.284,514566.237024,514566.237024
603978,深圳新星,-6.304,22.59,23.3,23.98,22.47,24.11,3827612.0,5.24793,89682877.0,14.389,2.641,361440.0,164761.70112
603977,国泰集团,-7.143,7.8,8.28,8.28,7.8,8.4,4974640.0,2.82727,40165995.0,35.455,1.6640000000000001,305162.5044,137242.56
603976,正川股份,-9.979,17.14,18.61,18.61,17.14,19.04,5072460.0,13.24404,91280432.0,18.835,2.668,259156.8,65646.093732
603970,中农立华,-6.052,16.3,17.03,17.03,16.3,17.35,4030490.0,5.06342,67440905.0,18.546,3.103,260800.1304,129748.1304
603969,银龙股份,-6.998,5.05,5.34,5.34,4.99,5.43,21970649.0,2.6124400000000003,114083958.0,16.833,2.549,424705.0,424705.0
603968,醋化股份,-4.753,14.63,15.08,15.15,14.63,15.36,4237310.0,2.07224,63275545.0,18.519,2.14,299154.24,299154.24
603966,法兰泰克,-8.088,10.0,10.78,10.79,9.91,10.88,4111556.0,4.42155,43124454.0,24.39,2.401,210979.6,92989.104
603963,大理药业,-9.976,14.89,15.64,16.27,14.89,16.54,6174578.0,8.08455,96379365.0,27.073,4.219,193570.0,113722.375
603960,克来机电,-3.078,31.17,31.91,32.75,30.51,32.16,1031277.0,1.99056,32879783.0,61.118,9.042,421418.4,161486.870076
603959,百利科技,-7.953,19.56,20.8,21.0,19.55,21.25,7817625.0,5.24814,157168022.0,40.75,5.868,613401.6,291365.76
603958,哈森股份,-5.148,8.66,9.0,9.12,8.65,9.13,4396700.0,6.66177,39194673.0,103.589,1.754,190439.1589,57155.130536
603956,威派格,9.979,21.27,21.27,21.27,21.27,19.34,774849.0,1.8190600000000001,16481038.0,75.964,10.797,906017.1327,90601.9047
603955,大千生态,-5.849,16.74,17.51,17.57,16.72,17.78,2352600.0,3.29864,40492710.0,17.428,1.7349999999999999,189329.4,119390.036562
603939,益丰药房,-1.889,52.98,53.98,54.49,52.27,54.0,2138887.0,0.58972,114418115.0,61.319,5.6850000000000005,1996318.219788,1921556.298084
603938,三孚股份,-3.656,20.03,20.39,21.66,20.03,20.79,4852946.0,9.55556,101200997.0,18.376,2.904,300783.6998,101725.5598
603937,丽岛新材,-8.179,12.91,13.95,13.95,12.86,14.06,8406604.0,11.08199,114121212.0,22.259,2.088,269664.08,97933.023988
603936,博敏电子,-0.961,18.55,18.08,19.86,17.95,18.73,5308564.0,3.17213,101273165.0,47.564,1.893,417425.724975,310434.25
603933,睿能科技,-2.724,20.71,20.87,22.6,20.6,21.29,5980919.0,16.64233,129421376.0,13.165,2.857,297681.398,74427.598
603929,亚翔集成,1.216,18.31,17.55,19.69,17.31,18.09,13371511.0,13.84788,250977095.0,30.517,3.6189999999999998,390662.16,176801.36
603928,兴业股份,-4.183,14.66,15.08,15.19,14.62,15.3,4351200.0,6.9318100000000005,64968094.0,21.881,2.459,295545.6,92023.019
603926,铁流股份,-7.163,16.2,16.95,17.11,16.2,17.45,2113940.0,3.24759,35406855.0,15.882,1.8090000000000002,200021.4,105449.88564
603922,金鸿顺,-6.22,17.64,18.58,18.58,17.58,18.81,2271267.0,7.09771,41275862.0,20.276,1.998,225792.0,56448.0
603920,世运电路,-1.734,13.6,13.5,14.58,13.4,13.84,12326051.0,9.613949999999999,172643177.0,27.755,2.35,556650.72,174365.62448
603919,金徽酒,-5.157,12.69,13.19,13.21,12.46,13.38,4599720.0,3.97081,59537576.0,18.391,2.431,461916.0,146998.99305
603918,金桥信息,-5.844,14.5,15.0,15.94,14.48,15.4,4320767.0,2.44767,64971512.0,72.5,4.829,260296.75,255962.7
603917,合力科技,-7.052,12.39,13.1,13.16,12.35,13.33,4534492.0,5.6499,58403006.0,13.082,2.206,194275.2,99439.552968
603916,苏博特,-5.243,12.65,13.11,13.2,12.64,13.35,7217261.0,5.59695,93619057.0,22.193,1.9220000000000002,391277.15,163121.75
603912,佳力图,-4.79,16.1,16.3,16.92,16.05,16.91,6319122.0,5.86189,103776920.0,23.0,5.065,339204.46,173558.0
603909,合诚股份,-5.88,25.93,27.11,27.24,25.88,27.55,2044300.0,8.1772,54650956.0,41.668,4.011,265782.5,64825.0
603908,牧高笛,-2.405,25.57,25.93,27.6,25.2,26.2,2505007.0,10.86804,66827477.0,31.963,3.751,170526.33,58937.072885
603906,龙蟠科技,-6.543,9.57,10.0,10.09,9.53,10.24,4291800.0,4.59875,42330402.0,21.75,1.935,243139.248,89312.44608
603903,中持股份,-6.664,22.55,23.68,23.76,22.5,24.16,3767588.0,5.08152,87699715.0,34.692,2.999,232932.48,167192.18538
603901,永创智能,-5.932,7.77,8.12,8.19,7.73,8.26,7193355.0,3.90943,57525922.0,48.563,2.629,341405.273202,142968.0
603900,莱绅通灵,-4.903,13.77,14.15,14.42,13.77,14.48,8475480.0,9.95728,119872831.0,15.043,1.949,468832.47768,117208.11942
603899,晨光文具,-1.484,30.54,30.33,31.03,30.0,31.0,5216036.0,0.56696,158428640.0,44.312,8.702,2809680.0,2809680.0
603898,好莱客,-6.803,17.81,18.81,18.81,17.8,19.11,4427224.0,1.42998,81170368.0,15.487,2.49,559802.470266,551398.821766
603897,长城科技,-7.81,25.26,26.95,27.04,25.13,27.4,6481271.0,14.532,170378551.0,18.992,2.7439999999999998,450638.4,112659.6
603896,寿仙谷,0.675,35.81,35.0,38.36,34.64,35.57,3352845.0,5.49138,122967646.0,50.437,5.562,513281.2026,218643.3265
603895,天永智能,-7.944,25.84,27.3,27.97,25.82,28.07,3951300.0,12.05873,107171535.0,24.127,4.326,279278.72,84670.28976
603890,春秋电子,-4.068,14.15,14.5,14.98,14.12,14.75,5898028.0,6.09414,85061323.0,9.071,1.949,271397.0,136946.53
603889,新澳股份,-5.783,10.59,11.16,11.16,10.59,11.24,5946531.0,1.51061,64732721.0,17.949,1.815,416876.481012,416876.481012
603888,新华网,-10.017,21.65,22.05,23.52,21.65,24.06,26463442.0,14.996,586239430.0,39.364,4.049,1123698.5644,382057.5067
603887,城地股份,0.167,18.02,17.05,18.3,17.05,17.99,2688482.0,3.24044,47880256.0,26.896,3.144,259848.4,149505.66904
603886,元祖股份,-1.65,21.46,22.01,22.4,21.26,21.82,1565848.0,1.29186,34380089.0,25.247,3.787,515040.0,260114.514
603885,吉祥航空,-5.181,12.81,13.3,13.44,12.68,13.51,20323309.0,1.13095,264277027.0,17.311,2.3810000000000002,2301974.264037,2301974.264037
603883,老百姓,-1.733,58.96,59.49,60.56,57.86,60.0,2007157.0,0.7517400000000001,119011108.0,42.725,5.7219999999999995,1680037.288336,1574232.0
603882,金域医学,-1.657,24.92,24.89,25.15,24.4,25.34,2675128.0,0.9566300000000001,66641893.0,54.174,6.236,1141048.365884,696861.305056
603881,数据港,-1.51,35.21,34.26,37.22,34.01,35.75,8159232.0,6.38215,291801861.0,62.875,7.7620000000000005,741475.094668,450140.688718
603880,南卫股份,-5.967,13.08,13.77,13.77,13.02,13.91,3288272.0,5.18594,44314674.0,22.947,2.984,170040.0,82937.01
603879,永悦科技,-8.412,11.65,12.05,12.35,11.58,12.72,7017696.0,8.66382,84054986.0,32.361,3.138,167760.0,94365.0
603878,武进不锈,-5.509,13.55,14.14,14.15,13.54,14.34,4757900.0,4.71032,65917331.0,21.508,1.305,277055.224,136868.69905
603877,太平鸟,-5.92,18.91,20.0,20.11,18.73,20.1,2439315.0,1.21665,47837273.0,19.495,2.766,909115.8363,379133.75689
603876,鼎胜新材,-0.284,21.1,20.68,21.86,20.1,21.16,14049063.0,21.61394,296839009.0,28.133,2.762,907300.0,137150.0
603871,嘉友国际,2.349,44.88,43.4,47.64,42.0,43.85,2883991.0,10.29997,131617447.0,13.058,3.283,502656.0,125664.0
603869,新智认知,-2.621,20.06,20.0,21.06,19.81,20.6,3634338.0,1.35556,74411068.0,26.052,1.843,699705.373608,537819.456472
603868,飞科电器,-4.691,41.65,43.2,43.47,41.2,43.7,2013075.0,4.61714,85475409.0,21.693,7.631,1814274.0,181594.0
603866,桃李面包,-3.119,51.26,53.17,53.34,51.2,52.91,946564.0,0.20113,49505151.0,44.965,7.441,2412428.876,2412428.876
603861,白云电器,-8.314,11.91,12.8,12.8,11.89,12.99,6389900.0,5.27719,79354705.0,31.441,2.328,527304.111768,144212.606592
603860,中公高科,-0.99,27.0,27.1,28.57,26.86,27.27,878100.0,3.63151,24225366.0,32.927,3.19,180036.0,65286.0
603859,能科股份,-9.981,23.63,25.0,25.6,23.63,26.25,4509312.0,9.03851,111524200.0,70.348,3.963,268342.28,117890.07
603858,步长制药,-4.844,27.7,28.81,28.94,27.68,29.11,17126568.0,4.01857,485919330.0,11.53,1.8519999999999999,2455161.8,1180534.23942
603856,东宏股份,-6.061,12.4,12.89,13.04,11.88,13.2,8456306.0,9.24904,107242009.0,15.897,2.09,317954.104,113371.96
603855,华荣股份,-3.747,8.99,9.34,9.34,8.99,9.34,2867700.0,1.42289,26360161.0,20.907,2.04,297631.93,181184.46
603848,好太太,-4.97,17.21,17.77,17.77,17.21,18.11,3493553.0,4.91323,61057878.0,30.193,5.725,690121.0,122371.705
603843,正平股份,-8.725,8.16,8.7,8.85,8.11,8.94,17164300.0,8.900970000000001,147489867.0,68.0,2.465,326402.448,157354.447728
603839,安正时尚,-5.34,11.7,12.1,12.18,11.68,12.36,6387276.0,6.05347,76265833.0,11.7,1.7429999999999999,473015.907,123451.6374
603838,四通股份,-8.577,9.38,9.9,10.03,9.35,10.26,6857937.0,2.5716,66926796.0,58.625,3.43,250145.84,250145.84
603833,欧派家居,-3.585,100.57,101.05,103.05,99.01,104.31,934832.0,1.01493,94022610.0,31.33,5.882,4225866.428407,926331.594151
603829,洛凯股份,-6.223,10.85,11.38,11.49,10.75,11.57,3980011.0,5.49725,44428826.0,25.833,2.766,173600.0,78554.0
603828,柯利达,-3.857,10.22,10.44,10.49,10.15,10.63,8825255.0,2.09526,90823067.0,60.118,3.912,438739.426636,430466.4
603826,坤彩科技,-2.247,16.53,16.7,17.16,16.5,16.91,6872099.0,3.62725,115705091.0,42.924,5.963,773604.0,313173.366516
603825,华扬联众,-6.548,15.7,16.42,17.46,15.7,16.8,11348783.0,12.28418,188032594.0,16.882,2.91,361261.1919,145045.04817
603823,百合花,-1.543,17.87,17.7,18.19,17.51,18.15,5564475.0,7.91047,99462109.0,30.288,2.9130000000000003,402075.0,125703.268021
603822,嘉澳环保,-5.669,29.95,31.92,31.98,29.89,31.75,1815700.0,4.47162,56675386.0,40.871,3.1,219698.030325,121611.780325
603819,神力股份,-4.596,17.02,17.77,17.77,17.01,17.84,3073730.0,5.47902,53571361.0,65.462,2.692,205601.6,95482.2
603818,曲美家居,-7.176,8.02,8.41,8.53,7.9,8.64,4623100.0,0.9549500000000001,38175157.0,15.725,2.387,394062.7,388264.24
603817,海峡环保,-6.345,7.38,7.71,7.75,7.38,7.88,4999700.0,2.77761,37903351.0,32.017,2.239,332100.0,132840.0
603816,顾家家居,-3.443,53.0,54.27,55.44,52.86,54.89,1694049.0,1.90129,91398145.0,26.633,5.354,2280144.8,472230.0
603813,原尚股份,-6.402,19.3,20.1,20.29,19.24,20.62,2196464.0,4.6923,43702899.0,26.806,2.823,172831.5,90343.3
603811,诚意药业,-4.602,17.62,18.25,18.29,17.51,18.47,2368193.0,2.95058,42635802.0,20.253,2.363,210171.36,141421.644
603810,丰山集团,-6.178,40.7,42.17,42.69,40.7,43.38,3995631.0,19.97816,167264016.0,22.865,3.062,325600.0,81400.0
603809,豪能股份,-5.588,16.39,17.2,17.2,16.33,17.36,2889358.0,3.5152900000000002,48594324.0,8.991,1.634,244764.982,134715.966
603808,歌力思,-4.129,17.18,17.78,17.78,17.06,17.92,1807291.0,0.54791,31626197.0,18.879,2.437,578971.09387,566687.39387
603806,福斯特,-1.345,33.74,34.18,35.25,33.6,34.2,1819734.0,0.34821,62461699.0,23.431,3.175,1763252.4,1763252.4
603803,瑞斯康达,-7.107,13.07,13.4,13.98,13.02,14.07,21184946.0,9.63865,286184165.0,26.14,2.26,550319.612999,287267.558464
603801,志邦家居,-6.71,28.5,30.0,30.0,28.5,30.55,3107160.0,3.7334300000000002,91033584.0,17.035,2.5220000000000002,456000.0,237191.99955
603800,道森股份,-5.934,12.84,13.36,13.71,12.82,13.65,6548306.0,3.1482200000000002,86869265.0,91.323,2.74,267072.0,267072.0
603799,华友钴业,-6.323,37.63,39.0,39.38,37.52,40.17,55721517.0,6.79629,2139319539.0,11.759,3.8810000000000002,3122339.033455,3085212.925496
603798,康普顿,-6.452,11.02,11.38,11.59,11.02,11.78,3899500.0,4.56616,44305985.0,18.367,2.536,220400.0,94110.8
603797,联泰环保,-4.506,13.35,13.68,13.78,13.34,13.98,3249810.0,6.09263,44028829.0,40.455,2.697,284808.9,71208.9
603790,雅运股份,-7.664,22.53,23.66,24.0,22.5,24.4,7902379.0,21.47386,184332936.0,21.874,3.223,331641.6,82910.4
603789,星光农机,-3.226,13.5,13.55,14.3,13.5,13.95,6540223.0,2.51547,90878289.0,139.752,3.211,351000.0,351000.0
603788,宁波高发,-2.366,16.92,17.08,18.31,16.79,17.33,6384205.0,2.7746,112096945.0,10.642,2.059,389319.384708,389319.384708
603787,新日股份,-6.981,11.46,11.76,12.88,11.4,12.32,11594294.0,16.35533,140594642.0,29.385,2.483,233784.0,81239.94
603779,威龙股份,-4.679,13.65,14.15,14.25,13.6,14.32,2438600.0,2.3624,34057830.0,44.032,2.235,313467.7728,140902.980855
603778,乾景园林,-7.303,4.95,5.25,5.25,4.95,5.34,9320117.0,1.86402,47856644.0,27.5,2.4050000000000002,247500.0,247500.0
603777,来伊份,-6.977,11.2,11.8,11.87,11.18,12.04,7968349.0,7.2029,92136085.0,26.667,2.056,381647.1232,123902.13696
603776,永安行,-8.521,25.12,26.78,26.85,25.12,27.46,3910532.0,4.5399,102391510.0,3.8890000000000002,2.03,337612.8,216376.03096
603773,沃格光电,-2.885,51.51,51.6,54.36,51.18,53.04,3324494.0,14.05772,174897552.0,17.58,2.969,487261.708956,121815.427239
603768,常青股份,-6.686,12.7,13.54,13.54,12.5,13.61,3524322.0,5.02577,46354111.0,18.955,1.534,259080.0,89058.75
603767,中马传动,-6.165,7.61,8.0,8.07,7.6,8.11,6526540.0,6.88904,51377243.0,18.119,1.616,227271.128,72095.618
603766,隆鑫通用,-6.667,4.9,5.17,5.22,4.85,5.25,35455427.0,1.7429999999999999,179866271.0,10.652,1.631,1006235.5065,996736.5135
603758,秦安股份,-5.39,6.67,6.85,6.98,6.66,7.05,3698200.0,2.77021,25253854.0,14.822,1.227,292677.631683,89043.75296
603757,大元泵业,-0.041,24.24,23.97,25.68,23.58,24.25,3009547.0,8.59871,73953192.0,9.657,2.899,284383.68,84840.0
603739,蔚蓝生物,-9.998,36.55,38.98,39.65,36.55,40.61,15122223.0,39.10886,579057393.0,49.392,8.14,565307.885,141327.885
603738,泰晶科技,-0.119,16.75,16.01,17.99,15.86,16.77,10508270.0,17.88164,177892519.0,29.386,4.398,265865.515675,98432.515675
603737,三棵树,-0.058,51.85,51.87,55.82,50.3,51.88,1057097.0,2.44518,56248504.0,29.46,5.662,690273.424275,224156.83115
603733,仙鹤股份,-5.944,17.09,17.61,17.87,16.52,18.17,9589235.0,15.46651,166721737.0,23.411,3.275,1045908.0,105958.0
603730,岱美股份,3.189,28.8,27.0,29.5,25.68,27.91,3775975.0,4.62972,107420748.0,18.824,3.5060000000000002,1181678.4,234891.25344
603729,龙韵股份,9.981,23.47,22.7,23.47,20.0,21.34,9270618.0,9.93231,207816367.0,37.855,2.527,219064.286,219064.286
603728,鸣志电器,-5.91,14.01,14.55,14.69,14.01,14.89,6913310.0,3.93338,99258649.0,24.197,3.221,582816.0,246239.76
603727,博迈科,-3.093,14.1,14.45,14.6,14.01,14.55,3165534.0,3.33671,45327816.0,30.0,1.396,330144.45,133766.7
603726,朗迪集团,-7.933,19.15,20.39,20.53,19.06,20.8,4529674.0,13.66335,90225788.0,15.958,2.933,253944.32,63486.08
603725,天安新材,-5.753,11.96,12.5,12.5,11.74,12.69,3594700.0,3.82523,43815356.0,26.578,2.169,175429.28,112392.095504
603722,阿科力,-0.352,25.51,24.92,26.88,24.53,25.6,5221851.0,12.82065,133988258.0,34.945,4.275,221171.7,103902.23
603721,中广天择,-7.431,19.06,20.0,20.08,19.06,20.59,1363588.0,2.88004,26898719.0,25.079,3.591,190600.0,90241.662788
603718,海利生物,-7.319,13.55,14.3,14.3,13.51,14.62,7897580.0,1.22633,110465691.0,75.278,8.075,872620.0,872620.0
603717,天域生态,-7.369,9.93,10.5,10.67,9.92,10.72,8279872.0,6.78236,85481264.0,13.252,1.83,240103.66632,121224.88392
603716,塞力斯,-5.945,17.72,18.55,18.7,17.72,18.84,1903707.0,1.98083,34853628.0,13.424,2.346,363514.652348,170300.732176
603713,密尔克卫,-8.07,35.2,36.71,37.31,35.02,38.29,4962476.0,13.01804,181641800.0,48.094,4.361,536708.42368,134182.4
603712,七一二,-8.779,18.08,19.31,19.57,18.0,19.82,17079185.0,4.66088,324939372.0,62.345,6.631,1395776.0,662517.7344
603711,香飘飘,-5.261,21.79,22.47,22.75,21.61,23.0,2496266.0,5.39176,55601255.0,29.446,4.421,913763.65,100882.81904
603709,中源家居,-2.975,28.7,29.53,29.53,28.18,29.58,1236110.0,6.18055,35554103.0,20.797,4.075,229600.0,57400.0
603708,家家悦,-3.361,23.0,23.5,23.5,22.31,23.8,3190801.0,2.03273,73462855.0,34.848,4.153,1076400.0,361033.0677
603707,健友股份,10.003,32.0,29.19,32.0,28.7,29.09,12249228.0,4.30395,383490255.0,39.356,7.612,1767762.88,910732.992
603706,东方环宇,-9.632,25.8,27.81,27.84,25.7,28.55,8140748.0,20.35187,219801425.0,32.25,3.832,412800.0,103200.0
603703,盛洋科技,-1.606,11.03,10.91,11.69,10.9,11.21,7698630.0,7.0662,86666527.0,100.273,4.865,253359.1,120171.85
603701,德宏股份,-6.72,12.77,13.33,13.48,12.75,13.69,3421425.0,4.8097,44963817.0,18.779,2.76,186513.0012,90840.672
603700,宁波水表,-5.889,33.88,37.99,39.1,33.55,36.0,21170260.0,54.15774,788953557.0,32.577,8.345,529679.92,132436.92
603699,纽威股份,-5.141,11.81,12.3,12.3,11.75,12.45,3771567.0,0.50288,45485550.0,42.179,3.325,885750.0,885750.0
603698,航天工程,-4.624,16.5,17.03,17.25,16.49,17.3,2898905.0,0.70311,49004688.0,35.106,2.604,680295.0,680295.0
603696,安记食品,-3.125,13.95,14.03,14.92,13.6,14.4,3391372.0,2.01867,48397655.0,41.029,3.172,234360.0,234360.0
603693,江苏新能,-4.773,16.56,16.88,17.3,16.51,17.39,24843645.0,21.05394,420261653.0,26.71,2.247,1023408.0,195408.0
603690,至纯科技,3.929,24.07,22.0,25.48,22.0,23.16,9678347.0,10.49986,237110025.0,101.134,11.725999999999999,507732.58,221867.632
603689,皖天然气,-5.636,11.72,12.26,12.32,11.71,12.42,6211248.0,3.71127,74679929.0,30.842,2.003,393792.0,196147.7952
603688,石英股份,-3.824,14.84,15.29,16.07,14.84,15.43,5043429.0,1.4973400000000001,77046573.0,46.375,3.659,500548.1544,499849.6356
603686,龙马环卫,-6.783,13.33,14.14,14.14,13.33,14.3,9295818.0,3.13099,128264743.0,13.742,1.7469999999999999,398573.605015,395763.641015
603685,晨丰科技,-5.945,15.82,16.43,16.69,15.81,16.82,2817206.0,6.37377,45945995.0,10.91,2.197,205660.0,69924.4
603683,晶华新材,-7.5,14.8,15.77,15.83,14.8,16.0,4416691.0,9.93184,68172405.0,36.098,2.395,187471.6,65815.6
603680,今创集团,-7.195,16.64,17.5,17.68,16.51,17.93,5067880.0,2.7477400000000003,87163365.0,10.465,2.7880000000000003,1012768.64,306904.602368
603679,华体科技,0.96,35.77,38.0,38.4,31.89,35.43,7979272.0,19.85627,288884528.0,59.192,6.466,361241.23,143742.313743
603678,火炬电子,-3.929,19.07,19.34,20.05,18.92,19.85,14474715.0,3.19766,281775212.0,36.673,3.174,863233.96665,863233.96665
603677,奇精机械,-2.465,15.43,15.61,15.75,14.83,15.82,3715550.0,6.50784,57105873.0,37.634,3.1390000000000002,302660.00548,88095.159404
603676,卫信康,-7.716,12.2,12.88,13.06,12.13,13.22,6808170.0,10.2132,86118110.0,46.923,5.807,516060.0,81325.7856
603669,灵康药业,-3.459,12.0,12.23,12.47,11.98,12.43,2706993.0,0.74368,33179124.0,19.355,3.208,436800.0,436800.0
603668,天马科技,1.598,8.9,8.58,9.43,8.35,8.76,12275213.0,6.60035,109210302.0,28.71,2.98,266683.33978,165520.62203
603667,五洲新春,-6.151,9.46,9.9,9.94,9.27,10.08,4907543.0,4.32432,47540578.0,19.306,2.017,248911.52,107358.64997
603666,亿嘉和,-4.939,54.08,55.56,56.87,54.01,56.89,1823900.0,7.42586,101160459.0,20.478,4.215,531312.58336,132828.37568
603665,康隆达,-4.707,24.7,25.48,25.64,24.45,25.92,1743770.0,4.67864,43923369.0,32.078,2.504,247000.0,92058.95998
603663,三祥新材,-5.132,19.41,20.08,20.13,19.11,20.46,2669121.0,5.43976,52574998.0,48.525,5.075,263411.169,95238.8529
603661,恒林股份,-3.944,33.85,34.85,34.85,33.82,35.24,2077630.0,7.22654,71147374.0,15.744,1.526,338500.0,97318.75
603660,苏州科达,-3.885,24.99,25.0,26.48,24.9,26.0,9185995.0,3.86737,235778406.0,23.073,5.848,899869.6581,593576.456907
603659,璞泰来,-5.114,49.35,51.1,51.15,49.3,52.01,2094784.0,1.08471,105448987.0,41.471,7.79,2145222.2925,953043.089145
603658,安图生物,0.448,60.6,58.78,63.55,58.78,60.33,2207120.0,1.6164900000000002,135349822.0,57.17,14.323,2545200.0,827419.068
603657,春光科技,-2.939,34.01,34.95,36.6,34.0,35.04,7158635.0,29.82765,250632455.0,27.877,4.003,326496.0,81624.0
603656,泰禾光电,-6.243,18.02,18.88,18.99,17.86,19.22,3534908.0,5.5816300000000005,65746876.0,20.477,3.094,268284.6432,114122.692656
603655,朗博科技,-5.305,15.53,16.2,16.27,15.53,16.4,3422278.0,10.06552,54676803.0,35.295,3.473,164618.0,52802.0
603650,彤程新材,-6.779,22.69,23.72,24.17,22.44,24.34,10344007.0,17.59185,242224984.0,37.817,6.11,1329605.6375,133417.2
603648,畅联股份,-2.64,12.17,12.2,12.74,12.01,12.5,9410030.0,3.44454,116117207.0,26.245,2.779,448667.3739,332468.829702
603639,海利尔,-4.054,29.58,30.31,30.76,29.58,30.83,2161371.0,3.9801,65316574.0,12.173,2.635,501084.78588,160632.54831
603638,艾迪精密,-0.352,28.3,27.82,28.8,27.6,28.4,2393115.0,2.81604,67604365.0,32.907,7.209,737158.4,240497.97045
603637,镇海股份,-3.098,15.64,15.98,15.98,15.61,16.14,2492772.0,5.76711,39304421.0,46.0,3.678,272177.603964,67602.253108
603636,南威软件,-4.401,12.6,12.65,13.7,12.51,13.18,29355516.0,5.59526,385141647.0,50.4,3.952,663622.43472,661058.61696
603633,徕木股份,-5.18,13.18,13.0,13.79,12.85,13.9,5109347.0,4.73311,67871671.0,32.146,2.844,206207.69,142276.705556
603630,拉芳家化,1.386,19.02,17.45,20.5,17.2,18.76,16711284.0,20.55678,320813894.0,22.643,2.378,431221.44,154619.83758
603629,利通电子,-9.154,45.95,50.0,55.64,45.71,50.58,17662834.0,70.65134,918579245.0,39.274,6.846,459500.0,114875.0
603628,清源股份,-8.197,8.4,8.91,9.02,8.4,9.15,5868846.0,6.60906,51440566.0,46.667,2.465,229992.0,74592.0
603626,科森科技,1.228,10.72,10.24,11.25,9.94,10.59,16461800.0,10.41183,174890001.0,13.744,2.544,445498.326384,169490.416704
603619,中曼石油,-7.337,17.05,17.8,18.25,16.81,18.4,8453774.0,5.89846,149440288.0,16.085,2.809,682000.1705,244363.35187
603618,杭电股份,-8.815,6.31,6.82,6.84,6.3,6.92,18688309.0,2.72073,123065289.0,42.067,2.001,433425.691321,433425.691321
603617,君禾股份,-5.483,18.1,18.9,19.07,18.0,19.15,2725100.0,8.95325,50762827.0,27.424,3.622,184319.54,55090.97
603616,韩建河山,-7.937,11.6,12.3,12.43,11.59,12.6,12782827.0,4.35739,154058085.0,-57.397,4.349,340297.6,340297.6
603615,茶花股份,-4.873,9.76,10.15,10.16,9.67,10.26,4486402.0,5.99287,44655549.0,23.805,1.7530000000000001,234240.0,73065.68776
603612,索通发展,-8.043,15.55,16.3,16.64,15.55,16.91,13234195.0,7.3991,213330549.0,5.846,2.208,529071.7383,278130.61215
603611,诺力股份,-3.399,16.2,16.58,16.75,16.11,16.77,4131650.0,1.82551,67811635.0,18.837,2.628,433634.88348,366652.818
603609,禾丰牧业,-5.164,11.02,11.27,11.58,11.01,11.62,13784566.0,1.6584400000000001,155935783.0,19.333,2.471,932018.118838,915956.468838
603608,天创时尚,-6.391,10.4,10.95,10.96,10.35,11.11,9984898.0,7.76664,107105672.0,21.667,2.145,448658.25368,133703.752
603607,京华激光,-6.629,20.0,20.81,21.24,20.0,21.42,3978380.0,8.16675,82329070.0,17.391,3.467,255024.0,97428.688
603606,东方电缆,-5.899,10.05,10.5,10.56,9.94,10.68,11576592.0,2.35575,119361645.0,62.813,3.021,505673.11062,493875.28497
603605,珀莱雅,-0.602,49.55,49.51,51.08,48.6,49.85,2190813.0,3.52835,109789237.0,38.115,6.276,997750.1965,307664.869
603603,博天环境,-5.794,20.0,20.55,20.88,19.85,21.23,7854739.0,3.34486,160030221.0,39.216,5.525,803140.0,469660.03
603602,纵横通信,-2.588,30.49,30.6,32.82,30.09,31.3,11802341.0,17.78256,373533042.0,33.878,5.21,341488.0,202363.056896
603601,再升科技,-3.258,8.61,8.87,8.87,8.57,8.9,3816395.0,0.7059300000000001,33243545.0,29.276,3.702,465471.956796,465471.956796
